title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.5 - 24 km nnw of el habillal, mexico",6.5,2000-09-08 11:41:00,0,6,unknown,0,650,us,481,0.0,0.0,mwc,45.8,18.198,-102.48,"el habillal, mexico",mexico
"m 6.8 - 35 km sse of uglegorsk, russia",6.8,2000-04-08 21:13:00,0,7,unknown,0,711,us,593,0.0,0.0,mwc,10.0,48.786,142.246,"uglegorsk, russia",russia
"m 6.6 - 161 km sse of lata, solomon islands",6.6,2000-03-08 01:09:00,0,6,unknown,0,670,us,218,0.0,0.0,mwc,33.0,-12.037,166.448,"lata, solomon islands",unknown
"m 6.5 - 94 km sse of shimoda, japan",6.5,2000-07-30 12:25:00,0,7,unknown,0,650,us,428,0.0,0.0,mwc,10.0,33.901,139.376,"shimoda, japan",japan
"m 6.6 - 227 km se of kandrian, papua new guinea",6.6,2000-07-16 03:57:00,0,5,unknown,0,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,"kandrian, papua new guinea",unknown
"m 6.5 - 24 km ssw of larsen bay, alaska",6.5,2000-11-07 01:32:00,0,6,unknown,0,650,ak,0,0.0,0.0,mw,42.9,57.3546,-154.198,"larsen bay, alaska",united states of america
"m 6.5 - 12 km ene of selfoss, iceland",6.5,2000-06-21 00:51:00,0,9,unknown,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,"selfoss, iceland",iceland
m 7.9 - south indian ocean,7.9,2000-06-18 14:44:00,0,5,unknown,0,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,south indian ocean,unknown
"m 6.5 - 25 km e of selfoss, iceland",6.5,2000-06-17 15:40:00,0,8,unknown,0,650,us,406,0.0,0.0,mwc,10.0,63.966,-20.487,"selfoss, iceland",iceland
"m 6.7 - 98 km ssw of bengkulu, indonesia",6.7,2000-07-06 23:45:00,0,5,unknown,0,691,us,352,0.0,0.0,mwc,33.0,-4.612,101.905,"bengkulu, indonesia",indonesia
"m 6.7 - 95 km s of bengkulu, indonesia",6.7,2000-04-06 16:39:00,0,5,unknown,0,691,us,147,0.0,0.0,mb,33.0,-4.646,102.102,"bengkulu, indonesia",indonesia
"m 7.9 - 103 km s of bengkulu, indonesia",7.9,2000-04-06 16:28:00,0,8,unknown,0,960,us,379,0.0,0.0,mwc,33.0,-4.721,102.087,"bengkulu, indonesia",indonesia
"m 7.2 - 75 km n of san antonio de los cobres, argentina",7.2,2000-12-05 18:43:00,0,5,unknown,0,798,us,0,0.0,0.0,mwc,225.0,-23.548,-66.452,"san antonio de los cobres, argentina",argentina
"m 7.6 - 89 km e of luwuk, indonesia",7.6,2000-04-05 04:21:00,0,7,unknown,0,889,us,0,0.0,0.0,mwc,26.0,-1.105,123.573,"luwuk, indonesia",indonesia
"m 6.6 - 62 km ssw of ialibu, papua new guinea",6.6,2000-03-03 22:22:00,0,8,unknown,0,670,us,0,0.0,0.0,mwc,10.0,-6.817,143.807,"ialibu, papua new guinea",papua new guinea
"m 6.6 - 87 km ese of kimbe, papua new guinea",6.6,2000-06-02 11:33:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,"kimbe, papua new guinea",papua new guinea
"m 6.8 - 84 km s of shikotan, russia",6.8,2000-01-28 14:21:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,61.1,43.046,146.837,"shikotan, russia",unknown
"m 7.2 - 117 km ssw of hihifo, tonga",7.2,2000-08-01 16:47:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,"hihifo, tonga",unknown
"m 6.9 - 50 km wsw of lata, solomon islands",6.9,1999-12-29 13:29:00,0,6,unknown,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.354,"lata, solomon islands",unknown
"m 6.5 - 59 km ssw of labuan, indonesia",6.5,1999-12-21 14:14:00,0,6,unknown,0,650,us,0,0.0,0.0,mwb,56.0,-6.845,105.555,"labuan, indonesia",indonesia
"m 7.3 - 14 km wnw of bolitoc, philippines",7.3,1999-11-12 18:03:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,33.0,15.766,119.74,"bolitoc, philippines",philippines
"m 7.0 - 26 km sse of karluk, alaska",7.0,1999-06-12 23:12:00,0,7,unknown,0,754,ak,0,0.0,0.0,mw,43.6,57.3424,-154.347,"karluk, alaska",united states of america
"m 6.6 - 127 km ese of arica, chile",6.6,1999-11-30 04:01:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,"arica, chile",chile
"m 7.5 - 92 km ese of lakatoro, vanuatu",7.5,1999-11-26 13:21:00,0,7,unknown,0,865,us,0,0.0,0.0,mwc,33.0,-16.423,168.214,"lakatoro, vanuatu",vanuatu
"m 7.0 - 88 km w of kandrian, papua new guinea",7.0,1999-11-19 13:56:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,"kandrian, papua new guinea",papua new guinea
"m 6.9 - 84 km wnw of kandrian, papua new guinea",6.9,1999-11-17 03:27:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,47.5,-5.978,148.82,"kandrian, papua new guinea",papua new guinea
"m 7.2 - 8 km s of düzce, turkey",7.2,1999-12-11 16:57:00,0,9,unknown,0,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,"düzce, turkey",turkey
"m 6.5 - 31 km sw of ashk?sham, afghanistan",6.5,1999-08-11 16:45:00,0,4,unknown,0,650,us,0,0.0,0.0,mwc,228.4,36.522,71.24,"ashk?sham, afghanistan",afghanistan
"m 7.1 - hector mine, ca earthquake",7.1,1999-10-16 09:46:00,8,8,unknown,0,1576,ci,73,0.0,57.0,mw,13.73,34.6033,-116.265,"hector mine, ca earthquake",united states of america
"m 7.5 - 15 km w of san baltazar loxicha, mexico",7.5,1999-09-30 16:31:00,0,8,unknown,0,865,us,0,0.0,0.0,mwc,60.6,16.059,-96.931,"san baltazar loxicha, mexico",mexico
"m 6.5 - 31 km se of puli, taiwan",6.5,1999-09-25 23:52:00,0,7,unknown,0,650,us,0,0.0,0.0,mwc,17.0,23.738,121.158,"puli, taiwan",taiwan
"m 7.7 - 21 km s of puli, taiwan",7.7,1999-09-20 17:47:00,0,9,unknown,0,912,us,0,0.0,0.0,mwc,33.0,23.772,120.982,"puli, taiwan",taiwan
"m 6.6 - 66 km e of lakatoro, vanuatu",6.6,1999-08-22 12:40:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,-16.117,168.039,"lakatoro, vanuatu",vanuatu
"m 6.9 - 42 km s of quepos, costa rica",6.9,1999-08-20 10:02:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,20.0,9.044,-84.159,"quepos, costa rica",unknown
"m 7.6 - 4 km ese of derince, turkey",7.6,1999-08-17 00:01:00,0,9,unknown,0,889,us,0,0.0,0.0,mwc,17.0,40.748,29.864,"derince, turkey",turkey
"m 6.7 - 16 km n of potrerillos, honduras",6.7,1999-11-07 14:14:00,0,8,unknown,0,691,us,0,0.0,0.0,mwc,10.0,15.782,-88.33,"potrerillos, honduras",guatemala
"m 7.0 - 1 km se of texcala, mexico",7.0,1999-06-15 20:42:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,70.0,18.386,-97.436,"texcala, mexico",mexico
"m 6.6 - 113 km se of kokopo, papua new guinea",6.6,1999-05-17 10:07:00,0,5,unknown,0,670,us,0,0.0,0.0,mwc,27.0,-5.165,152.877,"kokopo, papua new guinea",papua new guinea
"m 7.1 - 51 km sse of kokopo, papua new guinea",7.1,1999-05-16 00:51:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,73.7,-4.751,152.486,"kokopo, papua new guinea",papua new guinea
"m 7.1 - 92 km ene of kimbe, papua new guinea",7.1,1999-10-05 20:33:00,0,7,unknown,0,776,us,0,0.0,0.0,mwb,138.0,-5.159,150.88,"kimbe, papua new guinea",papua new guinea
"m 6.8 - 132 km wsw of haveluloto, tonga",6.8,1999-04-13 10:38:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,164.2,-21.422,-176.46,"haveluloto, tonga",unknown
"m 7.4 - 63 km w of kimbe, papua new guinea",7.4,1999-05-04 11:08:00,0,7,unknown,0,842,us,0,0.0,0.0,mwc,150.0,-5.591,149.568,"kimbe, papua new guinea",papua new guinea
"m 6.8 - 6 km se of camaná, peru",6.8,1999-03-04 06:17:00,0,7,unknown,0,711,us,0,0.0,0.0,mwc,87.2,-16.66,-72.662,"camaná, peru",peru
"m 6.6 - 9 km nnw of p?palkoti, india",6.6,1999-03-28 19:05:00,0,7,unknown,0,670,us,0,0.0,0.0,mwb,15.0,30.512,79.403,"p?palkoti, india",india
"m 6.9 - 78 km wsw of adak, alaska",6.9,1999-03-20 10:47:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,33.0,51.587,-177.668,"adak, alaska",united states of america
"m 6.9 - 123 km se of vilyuchinsk, russia",6.9,1999-08-03 12:25:00,0,5,unknown,0,732,us,0,0.0,0.0,mwc,56.6,52.056,159.52,"vilyuchinsk, russia",unknown
"m 7.1 - 69 km s of tabiauan, philippines",7.1,1999-04-03 08:52:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,5.397,121.937,"tabiauan, philippines",unknown
"m 6.6 - 110 km sse of k?h sef?d, iran",6.6,1999-04-03 05:38:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,33.0,28.343,57.193,"k?h sef?d, iran",iran
"m 7.3 - 146 km nw of sola, vanuatu",7.3,1999-06-02 21:47:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,90.1,-12.853,166.697,"sola, vanuatu",unknown
"m 6.6 - 18 km wsw of nikolski, alaska",6.6,1999-01-28 08:10:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,67.2,52.886,-169.123,"nikolski, alaska",united states of america
"m 7.0 - 110 km ese of kokopo, papua new guinea",7.0,1999-01-19 03:35:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,114.1,-4.596,153.235,"kokopo, papua new guinea",papua new guinea
"m 6.8 - 131 km wsw of haveluloto, tonga",6.8,1998-12-27 00:38:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,144.3,-21.632,-176.376,"haveluloto, tonga",unknown
"m 7.7 - 264 km ese of luwuk, indonesia",7.7,1998-11-29 14:10:00,0,7,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-2.071,124.891,"luwuk, indonesia",indonesia
"m 7.0 - 278 km ne of lospalos, timor leste",7.0,1998-09-11 05:38:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.92,128.946,"lospalos, timor leste",indonesia
"m 6.7 - 282 km ne of lospalos, timor leste",6.7,1998-09-11 05:30:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,-6.954,129.022,"lospalos, timor leste",indonesia
"m 6.6 - 8 km wsw of sumberpucung, indonesia",6.6,1998-09-28 13:34:00,0,5,unknown,0,670,us,0,0.0,0.0,mwb,151.6,-8.194,112.413,"sumberpucung, indonesia",indonesia
"m 6.6 - 66 km nnw of coquimbo, chile",6.6,1998-03-09 17:37:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,27.0,-29.45,-71.715,"coquimbo, chile",chile
"m 6.8 - 123 km sse of pondaguitan, philippines",6.8,1998-02-09 08:37:00,0,5,unknown,0,711,us,0,0.0,0.0,mwc,50.0,5.41,126.764,"pondaguitan, philippines",indonesia
"m 7.2 - 3 km e of bahía de caráquez, ecuador",7.2,1998-04-08 18:59:00,0,7,unknown,0,798,us,0,0.0,0.0,mwc,33.0,-0.593,-80.393,"bahía de caráquez, ecuador",ecuador
"m 6.7 - 192 km w of abepura, indonesia",6.7,1998-07-29 18:00:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,-2.693,138.901,"abepura, indonesia",indonesia
"m 7.0 - 50 km wnw of aitape, papua new guinea",7.0,1998-07-17 08:49:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,10.0,-2.961,141.926,"aitape, papua new guinea",papua new guinea
"m 7.0 - 52 km se of lata, solomon islands",7.0,1998-07-16 11:56:00,0,7,unknown,0,754,us,0,0.0,0.0,mwc,110.2,-11.04,166.16,"lata, solomon islands",solomon islands
"m 6.6 - 24 km e of rust?q, afghanistan",6.6,1998-05-30 06:22:00,0,6,unknown,0,670,us,0,0.0,0.0,mwb,33.0,37.106,70.11,"rust?q, afghanistan",afghanistan
"m 6.6 - 25 km nnw of mizque, bolivia",6.6,1998-05-22 04:48:00,0,8,unknown,0,670,us,0,0.0,0.0,mwb,24.0,-17.731,-65.431,"mizque, bolivia",bolivia
"m 6.7 - 127 km nnw of palu, indonesia",6.7,1998-05-21 05:34:00,0,6,unknown,0,691,us,0,0.0,0.0,mwb,33.0,0.207,119.584,"palu, indonesia",indonesia
"m 6.6 - 108 km sw of kokopo, papua new guinea",6.6,1998-05-13 23:02:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,61.4,-5.147,151.714,"kokopo, papua new guinea",papua new guinea
"m 7.5 - 254 km sse of ishigaki, japan",7.5,1998-03-05 23:30:00,0,5,unknown,0,865,us,0,0.0,0.0,mwb,33.0,22.306,125.308,"ishigaki, japan",unknown
"m 6.6 - 43 km ne of san fernando, peru",6.6,1998-03-04 22:01:00,0,5,unknown,0,670,us,0,0.0,0.0,mwc,164.6,-8.148,-74.238,"san fernando, peru",peru
"m 7.0 - 95 km w of pariaman, indonesia",7.0,1998-01-04 17:56:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,55.7,-0.544,99.261,"pariaman, indonesia",indonesia
"m 6.6 - 52 km ese of kerman, iran",6.6,1998-03-14 19:40:00,0,8,unknown,0,670,us,0,0.0,0.0,mwc,9.0,30.154,57.605,"kerman, iran",iran
"m 7.1 - 34 km sse of antofagasta, chile",7.1,1998-01-30 12:16:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,42.0,-23.913,-70.207,ant,chile
"m 6.7 - 149 km ene of labasa, fiji",6.7,1998-12-01 16:36:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,23.4,-15.848,-179.376,"labasa, fiji",fiji
"m 6.6 - 47 km ssw of ovalle, chile",6.6,1998-12-01 10:14:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,34.8,-30.985,-71.41,"ovalle, chile",chile
"m 6.6 - 10 km ssw of san josé el ídolo, guatemala",6.6,1998-10-01 08:20:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,14.374,-91.473,"san josé el ídolo, guatemala",guatemala
"m 7.2 - 117 km n of finschhafen, papua new guinea",7.2,1997-12-22 02:05:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,179.3,-5.495,147.867,"finschhafen, papua new guinea",papua new guinea
"m 7.8 - 156 km s of ust’-kamchatsk staryy, russia",7.8,1997-05-12 11:26:00,0,7,unknown,0,936,us,0,0.0,0.0,mwc,33.0,54.841,162.035,"ust’-kamchatsk staryy, russia",russia
"m 7.0 - 97 km nw of gorontalo, indonesia",7.0,1997-11-25 12:14:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,24.0,1.241,122.536,"gorontalo, indonesia",indonesia
"m 6.6 - 22 km sw of lithakiá, greece",6.6,1997-11-18 13:07:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,33.0,37.57,20.656,"lithakiá, greece",unknown
"m 7.0 - 34 km ese of port-olry, vanuatu",7.0,1997-11-15 18:59:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,123.1,-15.145,167.375,"port-olry, vanuatu",vanuatu
"m 6.5 - 13 km nne of san sebastián, el salvador",6.5,1997-09-11 22:56:00,0,4,unknown,0,650,us,0,0.0,0.0,mwb,176.4,13.849,-88.808,"san sebastián, el salvador",el salvador
m 7.5 - western xizang,7.5,1997-08-11 10:02:00,0,7,unknown,0,865,us,0,0.0,0.0,mwc,33.0,35.069,87.325,western xizang,people's republic of china
"m 7.2 - 51 km n of barranca, peru",7.2,1997-10-28 06:15:00,0,7,unknown,0,798,us,0,0.0,0.0,mwc,112.0,-4.368,-76.681,"barranca, peru",peru
"m 7.1 - 36 km sw of monte patria, chile",7.1,1997-10-15 01:03:00,0,7,unknown,0,776,us,0,0.0,0.0,mwc,58.0,-30.933,-71.22,"monte patria, chile",chile
"m 7.8 - 192 km wsw of haveluloto, tonga",7.8,1997-10-14 09:53:00,0,7,unknown,0,936,us,0,0.0,0.0,mwb,167.3,-22.101,-176.772,"haveluloto, tonga",unknown
"m 6.5 - 18 km e of talisay, philippines",6.5,1997-06-10 12:30:00,0,5,unknown,0,650,us,0,0.0,0.0,mwb,105.6,9.79,125.779,"talisay, philippines",philippines
"m 6.8 - 24 km sw of roncesvalles, colombia",6.8,1997-02-09 12:13:00,0,5,unknown,0,711,us,0,0.0,0.0,mwb,198.7,3.849,-75.749,"roncesvalles, colombia",colombia
"m 6.6 - 64 km nne of angoram, papua new guinea",6.6,1997-08-29 08:14:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,22.8,-3.562,144.362,"angoram, papua new guinea",papua new guinea
"m 6.9 - 4 km ene of el ciruelo, mexico",6.9,1997-07-19 14:22:00,0,6,unknown,0,732,us,0,0.0,0.0,mwb,33.0,16.333,-98.216,"el ciruelo, mexico",mexico
"m 7.0 - 26 km wsw of carúpano, venezuela",7.0,1997-09-07 19:24:00,0,8,unknown,0,754,us,0,0.0,0.0,mwc,19.9,10.598,-63.486,"carúpano, venezuela",venezuela
"m 6.8 - 52 km wsw of coquimbo, chile",6.8,1997-06-07 09:54:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,19.0,-30.058,-71.872,"coquimbo, chile",unknown
"m 6.5 - 5 km ene of churumuco de morelos, mexico",6.5,1997-05-22 07:50:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,70.0,18.684,-101.604,"churumuco de morelos, mexico",mexico
"m 6.8 - 99 km s of isangel, vanuatu",6.8,1997-05-21 14:10:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,57.0,-20.438,169.287,"isangel, vanuatu",unknown
"m 6.5 - 51 km s of jurm, afghanistan",6.5,1997-05-13 14:13:00,0,4,unknown,0,650,us,0,0.0,0.0,mwb,196.0,36.411,70.945,"jurm, afghanistan",afghanistan
"m 7.3 - 58 km e of q?’en, iran",7.3,1997-10-05 07:57:00,0,9,unknown,0,820,us,0,0.0,0.0,mwb,10.0,33.825,59.809,"q?’en, iran",iran
"m 6.5 - 49 km n of yigo village, guam",6.5,1997-04-23 19:44:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,100.8,13.986,144.901,"yigo village, guam",unknown
"m 6.7 - 18 km wsw of scarborough, trinidad and tobago",6.7,1997-04-22 09:31:00,0,7,unknown,0,691,us,0,0.0,0.0,mwb,5.0,11.112,-60.892,"scarborough, trinidad and tobago",trinidad and tobago
"m 7.7 - 171 km nnw of sola, vanuatu",7.7,1997-04-21 12:02:00,0,6,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-12.584,166.676,"sola, vanuatu",unknown
"m 6.5 - 49 km w of finschhafen, papua new guinea",6.5,1997-05-04 12:23:00,0,6,unknown,0,650,us,0,0.0,0.0,mwc,69.1,-6.485,147.408,"finschhafen, papua new guinea",papua new guinea
"m 6.9 - 121 km e of kinablangan, philippines",6.9,1997-11-03 19:22:00,0,5,unknown,0,732,us,0,0.0,0.0,mwb,10.0,7.742,127.647,"kinablangan, philippines",unknown
"m 7.1 - 29 km ese of harnai, pakistan",7.1,1997-02-27 21:08:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,29.976,68.208,"harnai, pakistan",pakistan
m 6.5 - turkmenistan-iran border region,6.5,1997-04-02 10:37:00,0,8,unknown,0,650,us,0,0.0,0.0,mwc,10.0,37.661,57.291,turkmenistan-iran border region,iran
"m 7.2 - 46 km wnw of el habillal, mexico",7.2,1997-11-01 20:28:00,0,7,unknown,0,798,us,0,0.0,0.0,mwb,33.0,18.219,-102.756,"el habillal, mexico",mexico
"m 6.5 - 131 km w of iwanai, japan",6.5,1996-12-22 14:53:00,0,4,unknown,0,650,us,0,0.0,0.0,mwc,226.5,43.207,138.92,"iwanai, japan",unknown
"m 6.7 - 17 km sw of miyazaki, japan",6.7,1996-02-12 22:17:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,49.2,31.789,131.314,"miyazaki, japan",japan
"m 6.9 - 130 km ene of thang, india",6.9,1996-11-19 10:44:00,0,7,unknown,0,732,us,0,0.0,0.0,mwc,33.0,35.345,78.133,"thang, india",people's republic of china
"m 7.7 - 60 km sw of changuillo, peru",7.7,1996-12-11 16:59:00,0,7,unknown,0,912,us,0,0.0,0.0,mwc,33.0,-14.993,-75.675,"changuillo, peru",peru
"m 6.7 - 5 km se of miyazaki, japan",6.7,1996-10-19 14:44:00,0,7,unknown,0,691,us,0,0.0,0.0,mwc,22.0,31.885,131.468,"miyazaki, japan",japan
"m 6.6 - 20 km sse of nishinoomote, japan",6.6,1996-10-18 10:50:00,0,7,unknown,0,670,us,0,0.0,0.0,mwc,10.0,30.568,131.093,"nishinoomote, japan",japan
"m 6.8 - 90 km s of panguna, papua new guinea",6.8,1996-10-14 23:26:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,24.0,-7.133,155.568,"panguna, papua new guinea",solomon islands
"m 6.8 - 36 km sw of paphos, cyprus",6.8,1996-09-10 13:10:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,33.0,34.556,32.126,"paphos, cyprus",unknown
"m 6.6 - 24 km ne of cortes, philippines",6.6,1996-09-20 04:11:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.454,126.334,"cortes, philippines",philippines
"m 6.6 - 22 km nne of cortes, philippines",6.6,1996-09-20 04:10:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,9.463,126.284,"cortes, philippines",philippines
"m 6.8 - 78 km e of hengchun, taiwan",6.8,1996-05-09 23:42:00,0,6,unknown,0,711,us,0,0.0,0.0,mwc,20.0,21.898,121.498,"hengchun, taiwan",taiwan
"m 6.9 - 62 km wsw of kirakira, solomon islands",6.9,1996-02-08 12:55:00,0,6,unknown,0,732,us,0,0.0,0.0,mwc,33.0,-10.769,161.445,"kirakira, solomon islands",solomon islands
"m 7.0 - 220 km nne of palu, indonesia",7.0,1996-07-22 14:19:00,0,6,unknown,0,754,us,0,0.0,0.0,mwc,33.0,1.0,120.45,"palu, indonesia",indonesia
"m 6.6 - 217 km nne of palu, indonesia",6.6,1996-07-16 10:07:00,0,6,unknown,0,670,us,0,0.0,0.0,mwb,33.0,1.016,120.254,"palu, indonesia",indonesia
"m 6.8 - 26 km nne of coyuquilla norte, mexico",6.8,1996-07-15 21:23:00,0,6,unknown,0,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.965,"coyuquilla norte, mexico",mexico
"m 7.9 - 169 km nne of maumere, indonesia",7.9,1996-06-17 11:22:00,0,4,unknown,0,960,us,0,0.0,0.0,mwc,587.3,-7.137,122.589,"maumere, indonesia",indonesia
"m 7.1 - 8 km nne of palapag, philippines",7.1,1996-11-06 18:22:00,0,6,unknown,0,776,us,0,0.0,0.0,mwc,33.0,12.614,125.154,"palapag, philippines",philippines
"m 7.3 - 46 km ssw of adak, alaska",7.3,1996-10-06 15:24:00,0,7,unknown,0,820,us,0,0.0,0.0,mwc,26.3,51.478,-176.847,"adak, alaska",united states of america
"m 7.9 - 77 km wsw of adak, alaska",7.9,1996-10-06 04:03:00,0,7,unknown,0,960,us,0,0.0,0.0,mwc,33.0,51.564,-177.632,"adak, alaska",united states of america
"m 6.7 - 63 km nw of sola, vanuatu",6.7,1996-10-06 01:04:00,0,4,unknown,0,691,us,0,0.0,0.0,mwc,200.1,-13.481,167.13,"sola, vanuatu",vanuatu
"m 7.2 - 58 km wsw of panguna, papua new guinea",7.2,1996-04-29 14:40:00,0,6,unknown,0,798,us,0,0.0,0.0,mwc,44.0,-6.518,154.999,"panguna, papua new guinea",papua new guinea
"m 6.6 - 44 km se of antofagasta, chile",6.6,1996-04-19 00:19:00,0,7,unknown,0,670,us,0,0.0,0.0,mwb,49.5,-23.944,-70.093,ant,chile
"m 6.7 - 44 km nne of port-olry, vanuatu",6.7,1996-03-17 14:48:00,0,5,unknown,0,691,us,0,0.0,0.0,mwc,164.4,-14.705,167.297,"port-olry, vanuatu",vanuatu
"m 6.7 - 30 km wsw of villa el carmen, nicaragua",6.7,1996-03-03 16:37:00,0,6,unknown,0,691,us,0,0.0,0.0,mwc,33.0,11.905,-86.772,"villa el carmen, nicaragua",nicaragua
"m 6.6 - 39 km wsw of masachapa, nicaragua",6.6,1996-03-03 14:55:00,0,6,unknown,0,670,us,0,0.0,0.0,mwc,33.0,11.657,-86.856,"masachapa, nicaragua",unknown
"m 7.1 - 24 km ssw of santa maría chico ometepec, mexico",7.1,1996-02-25 03:08:00,0,7,unknown,0,776,us,0,0.0,0.0,mw,21.1,15.978,-98.07,"santa maría chico ometepec, mexico",mexico
"m 7.5 - 123 km wsw of puerto santa, peru",7.5,1996-02-21 12:51:00,0,6,unknown,0,865,us,0,0.0,0.0,mw,10.0,-9.593,-79.587,"puerto santa, peru",peru
"m 6.5 - 32 km nne of biak, indonesia",6.5,1996-02-17 20:18:00,0,6,unknown,0,650,us,0,0.0,0.0,mw,31.9,-0.917,136.225,"biak, indonesia",indonesia
"m 6.5 - 67 km nnw of insrom, indonesia",6.5,1996-02-17 14:21:00,0,6,unknown,0,650,us,0,0.0,0.0,mw,19.2,-0.567,135.84,"insrom, indonesia",indonesia
"m 8.1 - 101 km ene of biak, indonesia",8.09,1996-02-17 05:59:00,0,8,unknown,0,1007,official,0,0.0,0.0,mww,33.0,-0.891,136.952,"biak, indonesia",unknown
"m 6.7 - 123 km e of namie, japan",6.7,1996-02-16 15:22:00,0,4,unknown,0,691,us,0,0.0,0.0,mw,40.8,37.353,142.38,"namie, japan",unknown
"m 7.2 - 158 km e of kuril’sk, russia",7.2,1996-07-02 21:36:00,0,6,unknown,0,798,us,0,0.0,0.0,mw,42.6,45.324,149.892,"kuril’sk, russia",unknown
"m 6.6 - 47 km n of lijiang, china",6.6,1996-03-02 11:14:00,0,10,unknown,0,670,us,0,0.0,0.0,mw,11.1,27.291,100.276,"lijiang, china",people's republic of china
"m 6.6 - 106 km ne of yelizovo, russia",6.6,1996-01-01 09:57:00,0,7,unknown,0,670,us,0,0.0,0.0,ms,33.0,53.826,159.586,"yelizovo, russia",russia
"m 7.9 - 181 km n of palu, indonesia",7.9,1996-01-01 08:05:00,0,8,unknown,0,960,us,0,0.0,0.0,mw,24.0,0.729,119.931,"palu, indonesia",indonesia
"m 7.1 - 297 km ne of lospalos, timor leste",7.1,1995-12-25 04:43:00,0,6,unknown,0,776,us,0,0.0,0.0,mw,141.9,-6.903,129.151,"lospalos, timor leste",indonesia
"m 6.5 - 130 km ssw of abepura, indonesia",6.5,1995-12-19 23:28:00,0,6,unknown,0,650,us,0,0.0,0.0,mwb,63.4,-3.703,140.233,"abepura, indonesia",indonesia
"m 7.9 - 128 km ese of kuril’sk, russia",7.9,1995-03-12 18:01:00,0,6,unknown,0,960,us,0,0.0,0.0,mw,33.0,44.663,149.3,"kuril’sk, russia",unknown
"m 7.2 - 27 km sse of nuwaybi‘a, egypt",7.2,1995-11-22 04:15:00,0,9,unknown,0,798,us,0,0.0,0.0,mw,10.0,28.826,34.799,"nuwaybi‘a, egypt",saudi arabia
"m 6.7 - 73 km wsw of vallenar, chile",6.7,1995-01-11 00:35:00,0,7,unknown,0,691,us,0,0.0,0.0,mw,19.9,-28.906,-71.417,"vallenar, chile",chile
